"value_eur";"club_name";"league_id";"league_name";"club_position";"overall";"potential";"age";"wage_eur";"release_clause_eur";"nation_team_id";"moneda"
2,5e+07;"Arsenal";2216;"Women's Super League";"RCB";79;85;24;850;56300000;113002;"£"
21500000;"Real Madrid";2222;"Primera Division Women";"SUB";79;85;25;750;49500000;;"€"
27500000;"Fleury 91";2218;"Feminine Division 1";"SUB";79;85;24;950;63300000;;"€"
27500000;"Bayern Munich";2215;"Bundesliga Women";"RES";79;85;23;950;63300000;;"€"
2,8e+07;"Montpellier";2218;"Feminine Division 1";"ST";79;85;24;1000;64400000;;"€"
2,8e+07;"Paris";2218;"Feminine Division 1";"SUB";79;85;22;950;64400000;;"€"
25500000;"Portland Thorns";2221;"NWSL";"CDM";79;85;24;850;58700000;113009;"€"
28500000;"Aston Villa";2216;"Women's Super League";"SUB";79;85;22;1000;65600000;;"£"
26500000;"Levante";2222;"Primera Division Women";"LB";79;85;21;700;6,1e+07;;"€"
2,5e+07;"Atletico Madrid";2222;"Primera Division Women";"RCB";79;85;23;850;57500000;;"€"
2,3e+07;"West Ham United";2216;"Women's Super League";"LCB";79;84;26;1000;5e+07;;"£"
21500000;"Paris Saint Germain";2218;"Feminine Division 1";"GK";79;84;24;650;46800000;113003;"€"
2,3e+07;"Hoffenheim";2215;"Bundesliga Women";"RCB";79;84;26;1000;5e+07;;"€"
2,7e+07;"Freiburg";2215;"Bundesliga Women";"RW";79;84;22;1000;58700000;;"€"
26500000;"Freiburg";2215;"Bundesliga Women";"CM";79;84;23;950;57600000;;"€"
27500000;"Houston Dash";2221;"NWSL";"ST";79;84;21;900;59800000;113010;"€"
1,9e+07;"Houston Dash";2221;"NWSL";"SUB";79;83;25;750;41300000;113010;"€"
24500000;"Eintracht Frankfurt";2215;"Bundesliga Women";"LCM";79;83;25;1000;53300000;;"€"
2,2e+07;"Hoffenheim";2215;"Bundesliga Women";"LCB";79;83;25;950;47900000;;"€"
25500000;"Hoffenheim";2215;"Bundesliga Women";"SUB";79;83;23;1000;55500000;;"€"
2,5e+07;"Freiburg";2215;"Bundesliga Women";"LW";79;83;20;900;54400000;;"€"
1,9e+07;"Racing Louisville";2221;"NWSL";"GK";79;83;26;800;41300000;;"€"
2,5e+07;"San Diego Wave";2221;"NWSL";"SUB";79;83;24;950;54400000;;"€"
20500000;"Everton";2216;"Women's Super League";"RCB";79;82;26;1000;44600000;113008;"£"
2e+07;"Real Madrid";2222;"Primera Division Women";"RCB";79;82;27;1000;43500000;;"€"
2,1e+07;"Atletico Madrid";2222;"Primera Division Women";"RB";79;82;26;1000;45700000;113012;"€"
1,6e+07;"Chelsea";2216;"Women's Super League";"RES";79;82;28;850;3,4e+07;113394;"£"
2,1e+07;"Montpellier";2218;"Feminine Division 1";"LB";79;82;26;1000;45700000;;"€"
2,3e+07;"Hoffenheim";2215;"Bundesliga Women";"RCM";79;82;25;1000;5e+07;;"€"
2e+07;"Tottenham";2216;"Women's Super League";"LCB";79;82;27;1000;43500000;;"£"
2,1e+07;"Aston Villa";2216;"Women's Super League";"RB";79;82;26;1000;45700000;;"£"
2e+07;"Kansas City";2221;"NWSL";"RCB";79;82;27;1000;43500000;;"€"
2e+07;"Levante";2222;"Primera Division Women";"RCB";79;82;27;1000;43500000;;"€"
21500000;"Madrid CFF";2222;"Primera Division Women";"LWB";79;82;25;950;46800000;;"€"
2,3e+07;"Madrid CFF";2222;"Primera Division Women";"LS";79;82;26;1000;5e+07;;"€"
14500000;"West Ham United";2216;"Women's Super League";"GK";79;81;29;850;31500000;;"£"
18500000;"Madrid CFF";2222;"Primera Division Women";"RCB";79;81;27;1000;40200000;113996;"€"
1,7e+07;"NJ/NY Gotham";2221;"NWSL";"SUB";79;80;28;1000;3,7e+07;;"€"
2,1e+07;"Angel City";2221;"NWSL";"CAM";79;80;26;1000;45700000;;"€"
2,1e+07;"Everton";2216;"Women's Super League";"ST";79;80;26;1000;45700000;113011;"£"
18500000;"West Ham United";2216;"Women's Super League";"RB";79;80;27;1000;40200000;;"£"
18500000;"Arsenal";2216;"Women's Super League";"SUB";79;80;27;1000;39300000;;"£"
2e+07;"Chelsea";2216;"Women's Super League";"SUB";79;80;27;1000;42500000;;"£"
16500000;"Stade de Reims";2218;"Feminine Division 1";"RCB";79;80;28;1000;37500000;;"€"
2e+07;"Stade de Reims";2218;"Feminine Division 1";"LCM";79;80;27;1000;45500000;;"€"
2,1e+07;"Paris";2218;"Feminine Division 1";"SUB";79;80;25;1000;45700000;;"€"
18500000;"Portland Thorns";2221;"NWSL";"RB";79;80;27;1000;40200000;;"€"
1,7e+07;"Madrid CFF";2222;"Primera Division Women";"LCM";79;80;28;1000;3,7e+07;;"€"
2e+07;"Atletico Madrid";2222;"Primera Division Women";"SUB";79;80;27;1000;43500000;;"€"
1,4e+07;"NJ/NY Gotham";2221;"NWSL";"LCM";79;79;32;1000;29400000;;"€"
4600000;"Manchester City";2216;"Women's Super League";"RCB";79;79;35;700;9700000;;"£"
17500000;"Racing Louisville";2221;"NWSL";"RW";79;79;28;1000;36800000;;"€"
18500000;"Arsenal";2216;"Women's Super League";"SUB";79;79;27;1000;37900000;113008;"£"
1,2e+07;"Levante";2222;"Primera Division Women";"SUB";79;79;32;1000;25200000;;"€"
17500000;"Portland Thorns";2221;"NWSL";"RES";79;79;28;1000;36800000;113000;"€"
6500000;"Houston Dash";2221;"NWSL";"LB";79;79;34;1000;13700000;113000;"€"
17500000;"Leicester City";2216;"Women's Super League";"ST";79;79;29;1000;38500000;;"£"
1,4e+07;"Real Madrid";2222;"Primera Division Women";"RCM";79;79;32;1000;29400000;113012;"€"
14500000;"Wolfsburg";2215;"Bundesliga Women";"SUB";79;79;30;1000;29700000;;"€"
17500000;"Paris Saint Germain";2218;"Feminine Division 1";"LCM";79;79;28;1000;36800000;113011;"€"
14500000;"Tottenham";2216;"Women's Super League";"RCB";79;79;30;1000;30500000;113000;"£"
17500000;"Houston Dash";2221;"NWSL";"RES";79;79;28;1000;36800000;113000;"€"
1,6e+07;"Eintracht Frankfurt";2215;"Bundesliga Women";"SUB";79;79;28;1000;33600000;;"€"
7500000;"Racing Louisville";2221;"NWSL";"SUB";79;79;35;900;15800000;;"€"
1,7e+07;"Sevilla";2222;"Primera Division Women";"RCM";79;79;29;1000;37400000;;"€"
1,1e+07;"Atletico Madrid";2222;"Primera Division Women";"RCM";79;79;33;1000;23100000;113996;"€"
1,7e+07;"Madrid CFF";2222;"Primera Division Women";"CAM";79;79;29;1000;35700000;113996;"€"
17500000;"Atletico Madrid";2222;"Primera Division Women";"RW";79;79;28;1000;36800000;;"€"
1,7e+07;"Atletico Madrid";2222;"Primera Division Women";"SUB";79;79;27;1000;35700000;;"€"
1,8e+07;"Bayern Munich";2215;"Bundesliga Women";"SUB";79;79;28;1000;37800000;;"€"
15500000;"Bayern Munich";2215;"Bundesliga Women";"RB";79;79;29;1000;32600000;;"€"
14500000;"West Ham United";2216;"Women's Super League";"SUB";79;79;31;1000;30500000;116428;"£"
15500000;"Bordeaux";2218;"Feminine Division 1";"RB";79;79;29;1000;34100000;;"€"
1,5e+07;"Chicago Red Stars";2221;"NWSL";"LB";79;79;30;1000;31500000;;"€"
3100000;"NJ/NY Gotham";2221;"NWSL";"LCB";79;79;36;700;6500000;;"€"
17500000;"NJ/NY Gotham";2221;"NWSL";"SUB";79;79;29;1000;36800000;;"€"
17500000;"San Diego Wave";2221;"NWSL";"SUB";79;79;29;1000;36800000;;"€"
15500000;"San Diego Wave";2221;"NWSL";"LB";79;79;29;1000;32600000;;"€"
1,7e+07;"Houston Dash";2221;"NWSL";"SUB";79;79;30;1000;35700000;;"€"
1,8e+07;"Real Sociedad";2222;"Primera Division Women";"SUB";79;79;28;1000;37800000;;"€"
18500000;"Chelsea";2216;"Women's Super League";"SUB";79;79;27;1000;37900000;;"£"
12500000;"Levante";2222;"Primera Division Women";"GK";79;79;28;850;26300000;;"€"
33500000;"Barcelona";2222;"Primera Division Women";"SUB";78;90;19;650;75400000;113012;"€"
31500000;"Real Betis";2222;"Primera Division Women";"LCM";78;88;22;850;75600000;;"€"
3e+07;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";78;88;19;550;6,9e+07;113003;"€"
31500000;"Manchester City";2216;"Women's Super League";"SUB";78;88;21;800;72500000;;"£"
31500000;"Valencia";2222;"Primera Division Women";"RW";78;88;21;800;75600000;;"€"
3,1e+07;"Real Madrid";2222;"Primera Division Women";"SUB";78;86;23;850;71300000;113012;"€"
3e+07;"Real Madrid";2222;"Primera Division Women";"SUB";78;86;23;800;6,9e+07;;"€"
28500000;"Juventus";603;"Serie A Women";"LCM";78;85;22;850;65600000;113000;"€"
28500000;"Bayer Leverkusen";2215;"Bundesliga Women";"RES";78;85;23;950;11500000;;"€"
2e+07;"Chelsea";2216;"Women's Super League";"SUB";78;84;24;800;4,5e+07;113011;"£"
2,2e+07;"Juventus";603;"Serie A Women";"SUB";78;84;24;850;50600000;;"€"
2e+07;"Juventus";603;"Serie A Women";"SUB";78;84;24;800;4,6e+07;;"€"
19500000;"Brighton & Hove Albion";2216;"Women's Super League";"RCB";78;84;25;850;44900000;;"£"
1,9e+07;"Fleury 91";2218;"Feminine Division 1";"LCB";78;83;24;800;41300000;;"€"
20500000;"Real Madrid";2222;"Primera Division Women";"SUB";78;83;25;950;44600000;;"€"
2e+07;"Hoffenheim";2215;"Bundesliga Women";"RB";78;83;23;800;43500000;;"€"
21500000;"Freiburg";2215;"Bundesliga Women";"ST";78;83;24;950;46800000;;"€"
18500000;"Chelsea";2216;"Women's Super League";"LB";78;83;25;850;39300000;113002;"£"
2,1e+07;"Montpellier";2218;"Feminine Division 1";"CAM";78;83;23;850;45700000;;"€"
18500000;"Houston Dash";2221;"NWSL";"SUB";78;83;26;900;40200000;;"€"
2,1e+07;"NJ/NY Gotham";2221;"NWSL";"RW";78;83;24;950;45700000;;"€"
18500000;"Washington Spirit";2221;"NWSL";"LCB";78;83;26;900;40200000;;"€"
20500000;"Racing Louisville";2221;"NWSL";"LCM";78;83;25;950;44600000;113009;"€"
20500000;"West Ham United";2216;"Women's Super League";"CAM";78;83;25;950;44600000;;"£"
1,6e+07;"Madrid CFF";2222;"Primera Division Women";"GK";78;83;26;750;34800000;;"€"
21500000;"Madrid CFF";2222;"Primera Division Women";"SUB";78;83;22;850;46800000;;"€"
2e+07;"Real Madrid";2222;"Primera Division Women";"ST";78;82;25;1000;43500000;;"€"
2e+07;"Wolfsburg";2215;"Bundesliga Women";"CAM";78;82;20;750;42500000;;"€"
18500000;"Juventus";603;"Serie A Women";"SUB";78;82;24;800;40200000;113008;"€"
1,4e+07;"Chelsea";2216;"Women's Super League";"SUB";78;81;27;750;29800000;113008;"£"
18500000;"Athletic Bilbao";2222;"Primera Division Women";"ST";78;81;26;1000;40200000;;"€"
16500000;"Manchester United";2216;"Women's Super League";"LCB";78;81;26;900;35900000;;"£"
1,4e+07;"Tottenham";2216;"Women's Super League";"SUB";78;81;26;750;30500000;;"£"
18500000;"Aston Villa";2216;"Women's Super League";"LW";78;81;25;1000;40200000;113984;"£"
1,3e+07;"West Ham United";2216;"Women's Super League";"SUB";78;81;28;800;28300000;;"£"
1,4e+07;"Chicago Red Stars";2221;"NWSL";"SUB";78;81;26;750;30500000;;"€"
1,4e+07;"Fleury 91";2218;"Feminine Division 1";"GK";78;81;26;750;30500000;;"€"
1,9e+07;"Levante Las Planas";2222;"Primera Division Women";"LW";78;81;24;950;43200000;;"€"
1,4e+07;"Paris Saint Germain";2218;"Feminine Division 1";"RCB";78;80;28;950;30500000;113003;"€"
11500000;"NJ/NY Gotham";2221;"NWSL";"GK";78;80;29;800;2,5e+07;;"€"
1,2e+07;"Hoffenheim";2215;"Bundesliga Women";"GK";78;80;28;800;26100000;;"€"
14500000;"OL Reign";2221;"NWSL";"SUB";78;79;27;900;31500000;113000;"€"
13500000;"Real Madrid";2222;"Primera Division Women";"LCB";78;79;28;950;29400000;113012;"€"
1,5e+07;"Wolfsburg";2215;"Bundesliga Women";"SUB";78;79;26;900;31900000;;"€"
13500000;"Portland Thorns";2221;"NWSL";"RCB";78;79;28;950;29400000;;"€"
1,2e+07;"Kansas City";2221;"NWSL";"LDM";78;78;30;900;25200000;;"€"
1,5e+07;"Brighton & Hove Albion";2216;"Women's Super League";"ST";78;78;27;1000;31500000;;"£"
1600000;"Brighton & Hove Albion";2216;"Women's Super League";"GK";78;78;35;500;3400000;;"£"
1,4e+07;"Real Madrid";2222;"Primera Division Women";"SUB";78;78;28;1000;29400000;;"€"
1e+07;"Manchester City";2216;"Women's Super League";"SUB";78;78;31;900;2,1e+07;;"£"
7e+06;"Le Havre";2218;"Feminine Division 1";"GK";78;78;32;750;15400000;;"€"
3100000;"Paris";2218;"Feminine Division 1";"RB";78;78;38;650;6500000;;"€"
9500000;"Real Madrid";2222;"Primera Division Women";"RB";78;78;32;900;2e+07;113010;"€"
13500000;"Sevilla";2222;"Primera Division Women";"CAM";78;78;30;1000;29700000;;"€"
7500000;"Bayern Munich";2215;"Bundesliga Women";"RES";78;78;31;750;15800000;;"€"
4300000;"Angel City";2221;"NWSL";"RB";78;78;35;650;9e+06;;"€"
13500000;"Liverpool";2216;"Women's Super League";"RM";78;78;30;1000;29700000;;"£"
11500000;"Atletico Madrid";2222;"Primera Division Women";"SUB";78;78;30;900;24200000;113011;"€"
1,1e+07;"Juventus";603;"Serie A Women";"SUB";78;78;32;1000;23100000;;"€"
2800000;"NJ/NY Gotham";2221;"NWSL";"RCM";78;78;36;650;5900000;;"€"
7500000;"Wolfsburg";2215;"Bundesliga Women";"SUB";78;78;31;750;15400000;;"€"
7500000;"Glasgow City";607;"Scottish Premier League Women";"GK";78;78;31;750;16500000;113984;"€"
11500000;"West Ham United";2216;"Women's Super League";"RW";78;78;31;1000;24200000;113984;"£"
1,4e+07;"Brighton & Hove Albion";2216;"Women's Super League";"CAM";78;78;29;1000;29400000;;"£"
14500000;"SL Benfica";10003;"1st Division Women";"RS";78;78;28;1000;31900000;115682;"€"
7e+06;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";78;78;32;750;14700000;;"€"
1,4e+07;"Köln";2215;"Bundesliga Women";"LCM";78;78;28;1000;30800000;;"€"
1,1e+07;"Manchester City";2216;"Women's Super League";"RCM";78;78;32;1000;23100000;;"£"
11500000;"Houston Dash";2221;"NWSL";"SUB";78;78;30;900;24200000;;"€"
1,2e+07;"Angel City";2221;"NWSL";"LDM";78;78;29;950;25200000;;"€"
9e+06;"MSV Duisburg";2215;"Bundesliga Women";"LM";78;78;33;1000;19800000;;"€"
1,4e+07;"Sevilla";2222;"Primera Division Women";"ST";78;78;30;1000;30800000;;"€"
1,2e+07;"Real Sociedad";2222;"Primera Division Women";"CDM";78;78;29;950;25200000;;"€"
20500000;"Valencia";2222;"Primera Division Women";"GK";77;88;21;500;49200000;113012;"€"
2,3e+07;"Sevilla";2222;"Primera Division Women";"RW";77;88;20;750;55200000;;"€"
23500000;"Real Sociedad";2222;"Primera Division Women";"RCM";77;87;21;700;54100000;115682;"€"
23500000;"Hoffenheim";2215;"Bundesliga Women";"SUB";77;87;21;700;54100000;;"€"
22500000;"Athletic Bilbao";2222;"Primera Division Women";"LB";77;87;22;750;51800000;;"€"
23500000;"Levante Las Planas";2222;"Primera Division Women";"RW";77;87;22;900;56400000;;"€"
2,2e+07;"Real Sociedad";2222;"Primera Division Women";"RCB";77;87;21;600;50600000;;"€"
22500000;"Real Sociedad";2222;"Primera Division Women";"LB";77;87;21;600;2,7e+07;;"€"
2,3e+07;"UDG Tenerife";2222;"Primera Division Women";"RCM";77;87;20;700;55200000;;"€"
23500000;"Bayer Leverkusen";2215;"Bundesliga Women";"RM";77;86;21;700;11500000;116428;"€"
2,4e+07;"Eintracht Frankfurt";2215;"Bundesliga Women";"SUB";77;86;21;750;55200000;;"€"
2,2e+07;"Manchester City";2216;"Women's Super League";"SUB";77;85;22;750;50600000;;"£"
2,3e+07;"SL Benfica";10003;"1st Division Women";"CAM";77;85;20;700;55200000;115682;"€"
20500000;"Chelsea";2216;"Women's Super League";"RES";77;85;22;550;46100000;;"£"
23500000;"Bayer Leverkusen";2215;"Bundesliga Women";"LM";77;85;23;900;54100000;;"€"
23500000;"Köln";2215;"Bundesliga Women";"LS";77;85;23;900;56400000;;"€"
2,2e+07;"Freiburg";2215;"Bundesliga Women";"LCB";77;85;22;750;50600000;;"€"
2,2e+07;"Levante";2222;"Primera Division Women";"LCB";77;85;22;750;50600000;;"€"
2,2e+07;"Atletico Madrid";2222;"Primera Division Women";"SUB";77;85;20;600;50600000;113008;"€"
1,9e+07;"Leicester City";2216;"Women's Super League";"SUB";77;84;25;800;45600000;;"£"
20500000;"Bayern Munich";2215;"Bundesliga Women";"SUB";77;84;22;750;47200000;;"€"
2e+07;"Racing Louisville";2221;"NWSL";"CDM";77;84;23;750;4,6e+07;;"€"
1,7e+07;"West Ham United";2216;"Women's Super League";"SUB";77;83;23;900;39100000;;"£"
1,5e+07;"Real Madrid";2222;"Primera Division Women";"SUB";77;83;25;800;34500000;;"€"
1,4e+07;"Real Madrid";2222;"Primera Division Women";"SUB";77;82;26;850;30500000;113012;"€"
14500000;"Bayer Leverkusen";2215;"Bundesliga Women";"RCB";77;82;24;750;31500000;;"€"
1,4e+07;"Bristol City";2216;"Women's Super League";"CDM";77;82;26;850;31900000;;"£"
1,4e+07;"Everton";2216;"Women's Super League";"SUB";77;82;26;850;30500000;;"£"
1,4e+07;"Houston Dash";2221;"NWSL";"SUB";77;82;26;850;30500000;;"€"
1,6e+07;"Real Madrid";2222;"Primera Division Women";"SUB";77;82;24;900;34800000;;"€"
1,6e+07;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";77;82;23;800;34800000;;"€"
15500000;"Slavia Prague";609;"Czech First Division Women";"CAM";77;82;25;900;35300000;;"€"
15500000;"Hoffenheim";2215;"Bundesliga Women";"RW";77;81;22;900;33700000;;"€"
1,2e+07;"Freiburg";2215;"Bundesliga Women";"GK";77;81;23;550;26100000;;"€"
13500000;"Freiburg";2215;"Bundesliga Women";"RCB";77;81;24;750;29400000;;"€"
1,3e+07;"San Diego Wave";2221;"NWSL";"RCB";77;81;26;850;28300000;;"€"
15500000;"Rosengard";814;"Damallsvenskan Women";"LS";77;81;22;900;35300000;;"€"
13500000;"Everton";2216;"Women's Super League";"LCM";77;80;26;950;29400000;;"£"
13500000;"Atletico Madrid";2222;"Primera Division Women";"LCM";77;80;26;950;29400000;113012;"€"
1,4e+07;"Manchester City";2216;"Women's Super League";"SUB";77;80;25;900;30500000;113008;"£"
1,4e+07;"Wolfsburg";2215;"Bundesliga Women";"SUB";77;80;25;950;29800000;113008;"€"
14500000;"UDG Tenerife";2222;"Primera Division Women";"SUB";77;80;24;900;3,3e+07;;"€"
1,2e+07;"Tottenham";2216;"Women's Super League";"SUB";77;80;27;850;26100000;;"£"
1,4e+07;"Racing Louisville";2221;"NWSL";"SUB";77;80;26;950;30500000;;"€"
14500000;"Valencia";2222;"Primera Division Women";"LW";77;80;24;900;3,3e+07;;"€"
9e+06;"Bayer Leverkusen";2215;"Bundesliga Women";"GK";77;79;28;750;19600000;;"€"
1,4e+07;"Rosengard";814;"Damallsvenskan Women";"RS";77;79;21;750;31900000;;"€"
12500000;"Fleury 91";2218;"Feminine Division 1";"RW";77;78;26;1000;27200000;;"€"
12500000;"Ajax";610;"Eredivisie Women";"ST";77;78;26;1000;28400000;;"€"
8500000;"Orlando Pride";2221;"NWSL";"RM";77;77;31;950;17900000;;"€"
9e+06;"Liverpool";2216;"Women's Super League";"ST";77;77;31;1000;19800000;;"£"
9e+06;"Manchester City";2216;"Women's Super League";"SUB";77;77;28;900;18900000;;"£"
8500000;"Brighton & Hove Albion";2216;"Women's Super League";"LDM";77;77;32;950;17900000;;"£"
5500000;"Chelsea";2216;"Women's Super League";"SUB";77;77;33;850;11300000;113007;"£"
7e+06;"Washington Spirit";2221;"NWSL";"RCM";77;77;32;850;14700000;;"€"
10500000;"Kansas City";2221;"NWSL";"RES";77;77;29;950;22100000;;"€"
10500000;"Aston Villa";2216;"Women's Super League";"SUB";77;77;30;1000;22100000;113000;"£"
5e+06;"Aston Villa";2216;"Women's Super League";"RCB";77;77;33;850;10500000;113984;"£"
10500000;"Orlando Pride";2221;"NWSL";"SUB";77;77;30;1000;22100000;113996;"€"
3400000;"North Carolina Courage";2221;"NWSL";"SUB";77;77;34;850;7100000;;"€"
5e+06;"SL Benfica";10003;"1st Division Women";"LCB";77;77;33;850;1,1e+07;115682;"€"
10500000;"RB Leipzig";2215;"Bundesliga Women";"ST";77;77;29;1000;23100000;;"€"
10500000;"Hoffenheim";2215;"Bundesliga Women";"LCM";77;77;29;950;22100000;;"€"
10500000;"Köln";2215;"Bundesliga Women";"RCM";77;77;28;950;23100000;;"€"
1,1e+07;"Juventus";603;"Serie A Women";"SUB";77;77;28;1000;23100000;;"€"
9500000;"Houston Dash";2221;"NWSL";"RB";77;77;29;900;2e+07;;"€"
1,1e+07;"Angel City";2221;"NWSL";"RES";77;77;28;1000;23100000;;"€"
9e+06;"Angel City";2221;"NWSL";"LCB";77;77;29;900;18900000;;"€"
9500000;"Chicago Red Stars";2221;"NWSL";"RDM";77;77;28;900;2e+07;;"€"
10500000;"Guingamp";2218;"Feminine Division 1";"RS";77;77;30;1000;23100000;;"€"
7e+06;"Washington Spirit";2221;"NWSL";"SUB";77;77;32;850;14700000;;"€"
10500000;"Sevilla";2222;"Primera Division Women";"LW";77;77;28;1000;23100000;;"€"
8500000;"Valencia";2222;"Primera Division Women";"SUB";77;77;32;950;18700000;;"€"
17500000;"Real Madrid";2222;"Primera Division Women";"LW";76;90;18;500;47700000;;"€"
1,6e+07;"Athletic Bilbao";2222;"Primera Division Women";"CAM";76;87;19;500;36800000;;"€"
16500000;"Manchester City";2216;"Women's Super League";"SUB";76;86;20;650;3,8e+07;;"£"
15500000;"Levante";2222;"Primera Division Women";"RCM";76;86;23;700;35700000;;"€"
1,7e+07;"Tottenham";2216;"Women's Super League";"LM";76;86;21;650;39100000;;"£"
1,7e+07;"Werder Bremen";2215;"Bundesliga Women";"SUB";76;86;21;650;40800000;;"€"
1,7e+07;"Manchester United";2216;"Women's Super League";"SUB";76;86;22;850;39100000;;"£"
15500000;"MSV Duisburg";2215;"Bundesliga Women";"LCB";76;86;20;550;37200000;;"€"
1,6e+07;"Wolfsburg";2215;"Bundesliga Women";"RB";76;85;22;700;3,6e+07;113011;"€"
16500000;"Everton";2216;"Women's Super League";"RCM";76;85;20;650;3,8e+07;113008;"£"
1,6e+07;"Manchester City";2216;"Women's Super League";"RB";76;85;22;700;36800000;113011;"£"
1,7e+07;"Tottenham";2216;"Women's Super League";"LS";76;85;22;850;39100000;;"£"
15500000;"Montpellier";2218;"Feminine Division 1";"SUB";76;85;20;550;35700000;;"€"
15500000;"Arsenal";2216;"Women's Super League";"SUB";76;85;23;700;34900000;113012;"£"
1,7e+07;"Valencia";2222;"Primera Division Women";"ST";76;85;22;850;40800000;;"€"
